underlying,expiry,option_type,strike,contract_key,open_date,close_date,open_process_date,close_process_date,quantity,entry_price,exit_price,pnl_per_contract_dollars,total_pnl_dollars,result,holding_days,source_file_open,source_file_close,description
QQQ,4/8/2026,P,605.0,QQQ|4/8/2026|P|605.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.73,0.8,7.0,7.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/8/2026 Put $605.00
QQQ,4/8/2026,P,605.0,QQQ|4/8/2026|P|605.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,1.78,1.2,-58.0,-58.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/8/2026 Put $605.00
QQQ,4/8/2026,P,605.0,QQQ|4/8/2026|P|605.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,1.39,1.5,11.0,11.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/8/2026 Put $605.00
QQQ,4/8/2026,P,605.0,QQQ|4/8/2026|P|605.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.73,2.3,157.0,157.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/8/2026 Put $605.00
QQQ,4/8/2026,P,605.0,QQQ|4/8/2026|P|605.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.73,0.8,7.0,7.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/8/2026 Put $605.00
QQQ,4/8/2026,P,605.0,QQQ|4/8/2026|P|605.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,1.78,1.2,-58.0,-58.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/8/2026 Put $605.00
QQQ,4/9/2026,P,587.0,QQQ|4/9/2026|P|587.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.16,0.11,-5.0,-5.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/9/2026 Put $587.00
QQQ,4/9/2026,P,587.0,QQQ|4/9/2026|P|587.0,2026-04-08,2026-04-08,2026-04-08,2026-04-08,1,0.16,0.11,-5.0,-5.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/9/2026 Put $587.00
QQQ,4/9/2026,C,606.0,QQQ|4/9/2026|C|606.0,2026-04-09,2026-04-09,2026-04-09,2026-04-09,1,1.55,1.43,-12.0,-12.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/9/2026 Call $606.00
QQQ,4/9/2026,C,606.0,QQQ|4/9/2026|C|606.0,2026-04-09,2026-04-09,2026-04-09,2026-04-09,1,1.55,1.43,-12.0,-12.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/9/2026 Call $606.00
QQQ,4/9/2026,C,607.0,QQQ|4/9/2026|C|607.0,2026-04-08,2026-04-09,2026-04-08,2026-04-09,1,1.55,0.86,-69.0,-69.0,LOSS,1,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/9/2026 Call $607.00
QQQ,4/9/2026,C,607.0,QQQ|4/9/2026|C|607.0,2026-04-08,2026-04-09,2026-04-08,2026-04-09,1,1.55,0.86,-69.0,-69.0,LOSS,1,MARCH1 TO APRIL 15 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/9/2026 Call $607.00
QQQ,4/9/2026,C,607.0,QQQ|4/9/2026|C|607.0,2026-04-09,2026-04-09,2026-04-09,2026-04-09,1,1.22,0.86,-36.0,-36.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/9/2026 Call $607.00
QQQ,4/9/2026,C,607.0,QQQ|4/9/2026|C|607.0,2026-04-09,2026-04-09,2026-04-09,2026-04-09,1,1.22,1.13,-9.0,-9.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/9/2026 Call $607.00
QQQ,4/9/2026,C,607.0,QQQ|4/9/2026|C|607.0,2026-04-09,2026-04-09,2026-04-09,2026-04-09,1,1.22,0.86,-36.0,-36.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/9/2026 Call $607.00
QQQ,4/9/2026,C,607.0,QQQ|4/9/2026|C|607.0,2026-04-09,2026-04-09,2026-04-09,2026-04-09,1,1.22,0.86,-36.0,-36.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/9/2026 Call $607.00
QQQ,4/9/2026,C,607.0,QQQ|4/9/2026|C|607.0,2026-04-09,2026-04-09,2026-04-09,2026-04-09,1,1.22,0.86,-36.0,-36.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/9/2026 Call $607.00
QQQ,4/9/2026,C,607.0,QQQ|4/9/2026|C|607.0,2026-04-09,2026-04-09,2026-04-09,2026-04-09,1,1.22,1.13,-9.0,-9.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/9/2026 Call $607.00
QQQ,4/9/2026,C,608.0,QQQ|4/9/2026|C|608.0,2026-04-09,2026-04-09,2026-04-09,2026-04-09,1,1.06,1.97,91.0,91.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/9/2026 Call $608.00
QQQ,4/9/2026,C,608.0,QQQ|4/9/2026|C|608.0,2026-04-09,2026-04-09,2026-04-09,2026-04-09,1,1.06,1.09,3.0,3.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/9/2026 Call $608.00
QQQ,4/9/2026,C,608.0,QQQ|4/9/2026|C|608.0,2026-04-09,2026-04-09,2026-04-09,2026-04-09,3,0.81,0.65,-16.0,-48.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/9/2026 Call $608.00
QQQ,4/9/2026,C,608.0,QQQ|4/9/2026|C|608.0,2026-04-09,2026-04-09,2026-04-09,2026-04-09,1,0.53,0.65,12.0,12.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/9/2026 Call $608.00
QQQ,4/9/2026,C,608.0,QQQ|4/9/2026|C|608.0,2026-04-09,2026-04-09,2026-04-09,2026-04-09,1,1.06,1.97,91.0,91.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/9/2026 Call $608.00
QQQ,4/9/2026,C,608.0,QQQ|4/9/2026|C|608.0,2026-04-09,2026-04-09,2026-04-09,2026-04-09,1,1.06,1.09,3.0,3.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/9/2026 Call $608.00
QQQ,4/9/2026,C,608.0,QQQ|4/9/2026|C|608.0,2026-04-09,2026-04-09,2026-04-09,2026-04-09,3,0.81,0.65,-16.0,-48.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/9/2026 Call $608.00
QQQ,4/9/2026,C,608.0,QQQ|4/9/2026|C|608.0,2026-04-09,2026-04-09,2026-04-09,2026-04-09,1,0.53,0.65,12.0,12.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/9/2026 Call $608.00
QQQ,4/9/2026,P,603.0,QQQ|4/9/2026|P|603.0,2026-04-09,2026-04-09,2026-04-09,2026-04-09,1,1.04,0.26,-78.0,-78.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/9/2026 Put $603.00
QQQ,4/9/2026,P,603.0,QQQ|4/9/2026|P|603.0,2026-04-09,2026-04-09,2026-04-09,2026-04-09,1,1.04,0.26,-78.0,-78.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/9/2026 Put $603.00
QQQ,4/9/2026,P,604.0,QQQ|4/9/2026|P|604.0,2026-04-09,2026-04-09,2026-04-09,2026-04-09,3,1.23,0.82,-41.0,-123.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/9/2026 Put $604.00
QQQ,4/9/2026,P,604.0,QQQ|4/9/2026|P|604.0,2026-04-09,2026-04-09,2026-04-09,2026-04-09,3,1.23,0.82,-41.0,-123.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/9/2026 Put $604.00
QQQ,4/9/2026,P,605.0,QQQ|4/9/2026|P|605.0,2026-04-09,2026-04-09,2026-04-09,2026-04-09,1,1.25,0.5,-75.0,-75.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/9/2026 Put $605.00
QQQ,4/9/2026,P,605.0,QQQ|4/9/2026|P|605.0,2026-04-09,2026-04-09,2026-04-09,2026-04-09,1,1.25,0.5,-75.0,-75.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/9/2026 Put $605.00
QQQ,4/10/2026,C,611.0,QQQ|4/10/2026|C|611.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,0.65,0.55,-10.0,-10.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/10/2026 Call $611.00
QQQ,4/10/2026,C,611.0,QQQ|4/10/2026|C|611.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,0.65,0.55,-10.0,-10.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/10/2026 Call $611.00
QQQ,4/10/2026,C,612.0,QQQ|4/10/2026|C|612.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,2,0.1,0.08,-2.0,-4.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/10/2026 Call $612.00
QQQ,4/10/2026,C,612.0,QQQ|4/10/2026|C|612.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,2,0.16,0.1,-6.0,-12.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/10/2026 Call $612.00
QQQ,4/10/2026,C,612.0,QQQ|4/10/2026|C|612.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,2,0.16,0.12,-4.0,-8.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/10/2026 Call $612.00
QQQ,4/10/2026,C,612.0,QQQ|4/10/2026|C|612.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,0.2,0.12,-8.0,-8.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/10/2026 Call $612.00
QQQ,4/10/2026,C,612.0,QQQ|4/10/2026|C|612.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,0.2,0.18,-2.0,-2.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/10/2026 Call $612.00
QQQ,4/10/2026,C,612.0,QQQ|4/10/2026|C|612.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,0.2,0.18,-2.0,-2.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/10/2026 Call $612.00
QQQ,4/10/2026,C,612.0,QQQ|4/10/2026|C|612.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,0.91,0.53,-38.0,-38.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/10/2026 Call $612.00
QQQ,4/10/2026,C,612.0,QQQ|4/10/2026|C|612.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,2,0.1,0.08,-2.0,-4.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/10/2026 Call $612.00
QQQ,4/10/2026,C,612.0,QQQ|4/10/2026|C|612.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,2,0.16,0.1,-6.0,-12.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/10/2026 Call $612.00
QQQ,4/10/2026,C,612.0,QQQ|4/10/2026|C|612.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,2,0.16,0.12,-4.0,-8.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/10/2026 Call $612.00
QQQ,4/10/2026,C,612.0,QQQ|4/10/2026|C|612.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,0.2,0.12,-8.0,-8.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/10/2026 Call $612.00
QQQ,4/10/2026,C,612.0,QQQ|4/10/2026|C|612.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,0.2,0.18,-2.0,-2.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/10/2026 Call $612.00
QQQ,4/10/2026,C,612.0,QQQ|4/10/2026|C|612.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,0.2,0.18,-2.0,-2.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/10/2026 Call $612.00
QQQ,4/10/2026,C,612.0,QQQ|4/10/2026|C|612.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,0.91,0.53,-38.0,-38.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/10/2026 Call $612.00
QQQ,4/10/2026,C,613.0,QQQ|4/10/2026|C|613.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,1.04,0.51,-53.0,-53.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/10/2026 Call $613.00
QQQ,4/10/2026,C,613.0,QQQ|4/10/2026|C|613.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,1.15,0.5,-65.0,-65.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/10/2026 Call $613.00
QQQ,4/10/2026,C,613.0,QQQ|4/10/2026|C|613.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,1.04,0.51,-53.0,-53.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/10/2026 Call $613.00
QQQ,4/10/2026,C,613.0,QQQ|4/10/2026|C|613.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,1.15,0.5,-65.0,-65.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/10/2026 Call $613.00
QQQ,4/10/2026,C,614.0,QQQ|4/10/2026|C|614.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,0.46,0.44,-2.0,-2.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/10/2026 Call $614.00
QQQ,4/10/2026,C,614.0,QQQ|4/10/2026|C|614.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,0.46,0.43,-3.0,-3.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/10/2026 Call $614.00
QQQ,4/10/2026,C,614.0,QQQ|4/10/2026|C|614.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,0.46,0.44,-2.0,-2.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/10/2026 Call $614.00
QQQ,4/10/2026,C,614.0,QQQ|4/10/2026|C|614.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,0.46,0.43,-3.0,-3.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/10/2026 Call $614.00
QQQ,4/10/2026,P,610.0,QQQ|4/10/2026|P|610.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,0.54,0.41,-13.0,-13.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/10/2026 Put $610.00
QQQ,4/10/2026,P,610.0,QQQ|4/10/2026|P|610.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,0.47,0.41,-6.0,-6.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/10/2026 Put $610.00
QQQ,4/10/2026,P,610.0,QQQ|4/10/2026|P|610.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,2,0.41,0.45,4.0,8.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/10/2026 Put $610.00
QQQ,4/10/2026,P,610.0,QQQ|4/10/2026|P|610.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,0.87,0.48,-39.0,-39.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/10/2026 Put $610.00
QQQ,4/10/2026,P,610.0,QQQ|4/10/2026|P|610.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,0.54,0.41,-13.0,-13.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/10/2026 Put $610.00
QQQ,4/10/2026,P,610.0,QQQ|4/10/2026|P|610.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,0.47,0.41,-6.0,-6.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/10/2026 Put $610.00
QQQ,4/10/2026,P,610.0,QQQ|4/10/2026|P|610.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,2,0.41,0.45,4.0,8.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/10/2026 Put $610.00
QQQ,4/10/2026,P,610.0,QQQ|4/10/2026|P|610.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,0.87,0.48,-39.0,-39.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/10/2026 Put $610.00
QQQ,4/10/2026,P,611.0,QQQ|4/10/2026|P|611.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,0.83,1.65,82.0,82.0,WIN,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/10/2026 Put $611.00
QQQ,4/10/2026,P,611.0,QQQ|4/10/2026|P|611.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,2,0.89,0.78,-11.0,-22.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/10/2026 Put $611.00
QQQ,4/10/2026,P,611.0,QQQ|4/10/2026|P|611.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,1.35,0.93,-42.0,-42.0,LOSS,0,APRIL1 TO APRIL 10 26.csv,APRIL1 TO APRIL 10 26.csv,QQQ 4/10/2026 Put $611.00
QQQ,4/10/2026,P,611.0,QQQ|4/10/2026|P|611.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,0.83,1.65,82.0,82.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/10/2026 Put $611.00
QQQ,4/10/2026,P,611.0,QQQ|4/10/2026|P|611.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,2,0.89,0.78,-11.0,-22.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/10/2026 Put $611.00
QQQ,4/10/2026,P,611.0,QQQ|4/10/2026|P|611.0,2026-04-10,2026-04-10,2026-04-10,2026-04-10,1,1.35,0.93,-42.0,-42.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/10/2026 Put $611.00
QQQ,4/13/2026,C,610.0,QQQ|4/13/2026|C|610.0,2026-04-13,2026-04-13,2026-04-13,2026-04-13,1,2.08,2.75,67.0,67.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/13/2026 Call $610.00
QQQ,4/13/2026,C,612.0,QQQ|4/13/2026|C|612.0,2026-04-13,2026-04-13,2026-04-13,2026-04-13,1,0.66,1.43,77.0,77.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/13/2026 Call $612.00
QQQ,4/13/2026,C,613.0,QQQ|4/13/2026|C|613.0,2026-04-13,2026-04-13,2026-04-13,2026-04-13,1,0.84,1.41,57.0,57.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/13/2026 Call $613.00
QQQ,4/13/2026,C,613.0,QQQ|4/13/2026|C|613.0,2026-04-13,2026-04-13,2026-04-13,2026-04-13,1,0.76,1.43,67.0,67.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/13/2026 Call $613.00
QQQ,4/13/2026,C,614.0,QQQ|4/13/2026|C|614.0,2026-04-13,2026-04-13,2026-04-13,2026-04-13,1,0.8,1.32,52.0,52.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/13/2026 Call $614.00
QQQ,4/13/2026,C,615.0,QQQ|4/13/2026|C|615.0,2026-04-13,2026-04-13,2026-04-13,2026-04-13,1,0.14,0.62,48.0,48.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/13/2026 Call $615.00
QQQ,4/13/2026,C,615.0,QQQ|4/13/2026|C|615.0,2026-04-13,2026-04-13,2026-04-13,2026-04-13,3,0.14,0.09,-5.0,-15.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/13/2026 Call $615.00
QQQ,4/13/2026,C,617.0,QQQ|4/13/2026|C|617.0,2026-04-10,2026-04-13,2026-04-10,2026-04-13,1,0.81,0.03,-78.0,-78.0,LOSS,3,APRIL1 TO APRIL 10 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/13/2026 Call $617.00
QQQ,4/13/2026,C,619.0,QQQ|4/13/2026|C|619.0,2026-04-13,2026-04-13,2026-04-13,2026-04-13,1,0.1,0.02,-8.0,-8.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/13/2026 Call $619.00
QQQ,4/13/2026,P,608.0,QQQ|4/13/2026|P|608.0,2026-04-13,2026-04-13,2026-04-13,2026-04-13,1,0.37,0.2,-17.0,-17.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/13/2026 Put $608.00
QQQ,4/13/2026,P,609.0,QQQ|4/13/2026|P|609.0,2026-04-13,2026-04-13,2026-04-13,2026-04-13,1,1.92,1.32,-60.0,-60.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/13/2026 Put $609.00
QQQ,4/13/2026,P,610.0,QQQ|4/13/2026|P|610.0,2026-04-13,2026-04-13,2026-04-13,2026-04-13,1,0.63,0.52,-11.0,-11.0,LOSS,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/13/2026 Put $610.00
QQQ,4/14/2026,C,615.0,QQQ|4/14/2026|C|615.0,2026-04-13,2026-04-14,2026-04-13,2026-04-14,1,2.05,6.02,397.0,397.0,WIN,1,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/14/2026 Call $615.00
QQQ,4/14/2026,C,622.0,QQQ|4/14/2026|C|622.0,2026-04-14,2026-04-14,2026-04-14,2026-04-14,1,1.14,2.06,92.0,92.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/14/2026 Call $622.00
QQQ,4/14/2026,C,622.0,QQQ|4/14/2026|C|622.0,2026-04-14,2026-04-14,2026-04-14,2026-04-14,1,1.14,1.68,54.0,54.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/14/2026 Call $622.00
QQQ,4/14/2026,C,624.0,QQQ|4/14/2026|C|624.0,2026-04-14,2026-04-14,2026-04-14,2026-04-14,1,0.62,1.34,72.0,72.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/14/2026 Call $624.00
QQQ,4/14/2026,C,624.0,QQQ|4/14/2026|C|624.0,2026-04-14,2026-04-14,2026-04-14,2026-04-14,1,0.62,1.02,40.0,40.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/14/2026 Call $624.00
QQQ,4/14/2026,C,624.0,QQQ|4/14/2026|C|624.0,2026-04-14,2026-04-14,2026-04-14,2026-04-14,1,0.85,1.02,17.0,17.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/14/2026 Call $624.00
QQQ,4/14/2026,C,624.0,QQQ|4/14/2026|C|624.0,2026-04-14,2026-04-14,2026-04-14,2026-04-14,1,0.85,1.0,15.0,15.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/14/2026 Call $624.00
QQQ,4/14/2026,C,625.0,QQQ|4/14/2026|C|625.0,2026-04-14,2026-04-14,2026-04-14,2026-04-14,1,0.55,1.43,88.0,88.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/14/2026 Call $625.00
QQQ,4/14/2026,C,625.0,QQQ|4/14/2026|C|625.0,2026-04-14,2026-04-14,2026-04-14,2026-04-14,1,0.55,1.27,72.0,72.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/14/2026 Call $625.00
QQQ,4/14/2026,C,626.0,QQQ|4/14/2026|C|626.0,2026-04-14,2026-04-14,2026-04-14,2026-04-14,1,0.2,1.15,95.0,95.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/14/2026 Call $626.00
QQQ,4/14/2026,C,626.0,QQQ|4/14/2026|C|626.0,2026-04-14,2026-04-14,2026-04-14,2026-04-14,1,0.2,0.79,59.0,59.0,WIN,0,MARCH1 TO APRIL 15 26.csv,MARCH1 TO APRIL 15 26.csv,QQQ 4/14/2026 Call $626.00
